Source,Target,Type,weight,place
Asha-Greyjoy,Wex-Pyke,Undirected,3,2
Axell-Florent,Selyse-Florent,Undirected,3,2
Axell-Florent,Stan-Serv,Undirected,6,2
Bael-the-Bard,Ygritte,Undirected,5,2
Ballabar,Podrick-Payne,Undirected,3,2
Ballabar,Traian-Lascu,Undirected,12,2
Elena-Dumitru,Mircea-Iliescu,Undirected,3,2
Elena-Dumitru,Dagmer,Undirected,3,2
Elena-Dumitru,Mihai-Constantin,Undirected,4,2
Elena-Dumitru,Luiza-Dinu,Undirected,5,2
Elena-Dumitru,Robert-Antonescu,Undirected,4,2
Elena-Dumitru,Ila-Vera,Undirected,27,2
Elena-Dumitru,Victarion-Greyjoy,Undirected,4,2
Mircea-Serban,Marcian-Manole,Undirected,6,2
Mircea-Serban,Mandon-Moore,Undirected,3,2
Mircea-Serban,Meryn-Trant,Undirected,3,2
Mircea-Serban,Osmund-Kettleblack,Undirected,4,2
Mircea-Serban,Traian-Lascu,Undirected,8,2
Ioana-Dumitrescu,Belwas,Undirected,5,2
Ioana-Dumitrescu,Nicoleta-Albert,Undirected,5,2
Ioana-Dumitrescu,Veronica-Matei,Undirected,3,2
Ioana-Dumitrescu,Marcian-Manole,Undirected,7,2
Ioana-Dumitrescu,Robert-Antonescu,Undirected,3,2
Ioana-Dumitrescu,Viorel-Ivan,Undirected,3,2
Belwas,Veronica-Matei,Undirected,5,2
Belwas,Jhogo,Undirected,3,2
Belwas,Jorah-Mormont,Undirected,4,2
Benfred-Tallhart,Helman-Tallhart,Undirected,3,2
Benfred-Tallhart,Leobald-Tallhart,Undirected,3,2
Benfred-Tallhart,Stygg,Undirected,3,2
Benfred-Tallhart,Ila-Vera,Undirected,7,2
Benjen-Stark,Astrid-Dragan,Undirected,5,2
Marta-Vasile,Thoros-of-Myr,Undirected,3,2
Beth-Cassel,Marius-Cojocaru,Undirected,4,2
Beth-Cassel,Rodrik-Cassel,Undirected,4,2
Beth-Cassel,Ila-Vera,Undirected,3,2
Biter,Jaqen-Hghar,Undirected,12,2
Biter,Rorge,Undirected,14,2
Biter,Yoren,Undirected,3,2
Valeriu-Popescu,Nicoleta-Albert,Undirected,7,2
Valeriu-Popescu,Gyles-Rosby,Undirected,5,2
Valeriu-Popescu,Marcian-Manole,Undirected,11,2
Valeriu-Popescu,Meryn-Trant,Undirected,13,2
Valeriu-Popescu,Sorina-Sicoe,Undirected,8,2
Valeriu-Popescu,Tanda-Stokeworth,Undirected,3,2
Valeriu-Popescu,Tomas-Barat,Undirected,3,2
Valeriu-Popescu,Traian-Lascu,Undirected,8,2
Marius-Cojocaru,Mircea-Iliescu,Undirected,3,2
Marius-Cojocaru,Chayle,Undirected,3,2
Marius-Cojocaru,Cley-Cerwyn,Undirected,5,2
Marius-Cojocaru,Donella-Hornwood,Undirected,5,2
Marius-Cojocaru,Mihai-Constantin,Undirected,4,2
Marius-Cojocaru,Hayhead,Undirected,6,2
Marius-Cojocaru,Iustin-Mihai,Undirected,59,2
Marius-Cojocaru,Howland-Reed,Undirected,3,2
Marius-Cojocaru,Jojen-Reed,Undirected,47,2
Marius-Cojocaru,Corina-Filip,Undirected,11,2
Marius-Cojocaru,Ludwin-John,Undirected,51,2
Marius-Cojocaru,Meera-Reed,Undirected,36,2
Marius-Cojocaru,Mikken,Undirected,11,2
Marius-Cojocaru,Nan,Undirected,7,2
Marius-Cojocaru,Osha,Undirected,30,2
Marius-Cojocaru,Poxy-Tym,Undirected,3,2
Marius-Cojocaru,Ramsay-Snow,Undirected,7,2
Marius-Cojocaru,Reek,Undirected,3,2
Marius-Cojocaru,Mihnea-Dinu,Undirected,54,2
Marius-Cojocaru,Luiza-Dinu,Undirected,28,2
Marius-Cojocaru,Rodrik-Cassel,Undirected,34,2
Marius-Cojocaru,Sorina-Sicoe,Undirected,5,2
Marius-Cojocaru,Stafford-Lannister,Undirected,3,2
Marius-Cojocaru,Ila-Vera,Undirected,24,2
Marius-Cojocaru,Walder-Frey-(son-of-Jammos),Undirected,5,2
Marius-Cojocaru,Daria-Balan,Undirected,12,2
Marius-Cojocaru,Wyman-Manderly,Undirected,6,2
Aura-Buzescu,Mircea-Iliescu,Undirected,36,2
Aura-Buzescu,George-Tudose,Undirected,3,2
Aura-Buzescu,Emmon-Cuy,Undirected,8,2
Aura-Buzescu,Stefan-Leonte,Undirected,3,2
Aura-Buzescu,Horia-Avram,Undirected,28,2
Aura-Buzescu,Robar-Royce,Undirected,3,2
Aura-Buzescu,Robert-Antonescu,Undirected,3,2
Aura-Buzescu,Selwyn-Tarth,Undirected,4,2
Aura-Buzescu,Stan-Serv,Undirected,5,2
Aura-Buzescu,Vyman,Undirected,3,2
Victoria-Albu,Nicoleta-Albert,Undirected,11,2
Victoria-Albu,Jacelyn-Bywater,Undirected,7,2
Victoria-Albu,Marcian-Manole,Undirected,9,2
Victoria-Albu,Mandon-Moore,Undirected,5,2
Victoria-Albu,Podrick-Payne,Undirected,3,2
Victoria-Albu,Stan-Serv,Undirected,3,2
Victoria-Albu,Timett,Undirected,5,2
Victoria-Albu,Tomas-Barat,Undirected,3,2
Victoria-Albu,Traian-Lascu,Undirected,40,2
Victoria-Albu,Viorel-Ivan,Undirected,8,2
Bryce-Caron,Cortnay-Penrose,Undirected,3,2
Bryce-Caron,Eldon-Estermont,Undirected,3,2
Bryce-Caron,Guyard-Morrigen,Undirected,5,2
Bryce-Caron,Horia-Avram,Undirected,7,2
Bryce-Caron,Stan-Serv,Undirected,3,2
Emil-Ionesco,Mircea-Iliescu,Undirected,5,2
Emil-Ionesco,Luiza-Dinu,Undirected,6,2
Emil-Ionesco,Timon-Lascu,Undirected,3,2
Captain-Myraham,Ila-Vera,Undirected,4,2
Captain-Myraham-Daughter,Ila-Vera,Undirected,3,2
Mircea-Iliescu,Nicoleta-Albert,Undirected,14,2
Mircea-Iliescu,Cleos-Frey,Undirected,5,2
Mircea-Iliescu,Colen-of-Greenpools,Undirected,6,2
Mircea-Iliescu,Narcisa-Funar-Grell,Undirected,3,2
Mircea-Iliescu,Mihai-Constantin,Undirected,12,2
Mircea-Iliescu,George-Tudose,Undirected,17,2
Mircea-Iliescu,Ionut-Serban,Undirected,6,2
Mircea-Iliescu,Hoster-Tully,Undirected,5,2
Mircea-Iliescu,Stefan-Leonte,Undirected,16,2
Mircea-Iliescu,Marcian-Manole,Undirected,4,2
Mircea-Iliescu,Oxana-Georgescu,Undirected,6,2
Mircea-Iliescu,Lisa-Arin,Undirected,7,2
Mircea-Iliescu,Olivia-Astin,Undirected,4,2
Mircea-Iliescu,Mathis-Rowan,Undirected,3,2
Mircea-Iliescu,Randyll-Tarly,Undirected,3,2
Mircea-Iliescu,Horia-Avram,Undirected,51,2
Mircea-Iliescu,Mihnea-Dinu,Undirected,3,2
Mircea-Iliescu,Robar-Royce,Undirected,7,2
Mircea-Iliescu,Luiza-Dinu,Undirected,27,2
Mircea-Iliescu,Robert-Antonescu,Undirected,5,2
Mircea-Iliescu,Sorina-Sicoe,Undirected,3,2
Mircea-Iliescu,Stafford-Lannister,Undirected,3,2
Mircea-Iliescu,Stan-Serv,Undirected,20,2
Mircea-Iliescu,Ila-Vera,Undirected,5,2
Mircea-Iliescu,Traian-Lascu,Undirected,10,2
Mircea-Iliescu,Timon-Lascu,Undirected,14,2
Mircea-Iliescu,Utherydes-Wayn,Undirected,3,2
Mircea-Iliescu,Vyman,Undirected,4,2
Mircea-Iliescu,Wendel-Manderly,Undirected,7,2
Nicoleta-Albert,Chiswyck,Undirected,3,2
Nicoleta-Albert,Cleos-Frey,Undirected,6,2
Nicoleta-Albert,Dunsen,Undirected,3,2
Nicoleta-Albert,Mihai-Constantin,Undirected,13,2
Nicoleta-Albert,Maria-Marcu,Undirected,4,2
Nicoleta-Albert,Gyles-Rosby,Undirected,6,2
Nicoleta-Albert,Ilyn-Payne,Undirected,12,2
Nicoleta-Albert,Jacelyn-Bywater,Undirected,4,2
Nicoleta-Albert,Stefan-Leonte,Undirected,17,2
Nicoleta-Albert,Janos-Slynt,Undirected,9,2
Nicoleta-Albert,Marcian-Manole,Undirected,63,2
Nicoleta-Albert,Lancel-Lannister,Undirected,20,2
Nicoleta-Albert,Lisa-Arin,Undirected,5,2
Nicoleta-Albert,Meryn-Trant,Undirected,11,2
Nicoleta-Albert,Mariana-Ivan,Undirected,4,2
Nicoleta-Albert,Osfryd-Kettleblack,Undirected,7,2
Nicoleta-Albert,Osmund-Kettleblack,Undirected,4,2
Nicoleta-Albert,Osney-Kettleblack,Undirected,3,2
Nicoleta-Albert,Petru-Bastril,Undirected,7,2
Nicoleta-Albert,Polliver,Undirected,3,2
Nicoleta-Albert,Preston-Greenfield,Undirected,3,2
Nicoleta-Albert,Simona-Enache,Undirected,6,2
Nicoleta-Albert,Rafford,Undirected,3,2
Nicoleta-Albert,Horia-Avram,Undirected,7,2
Nicoleta-Albert,Luiza-Dinu,Undirected,15,2
Nicoleta-Albert,Robert-Antonescu,Undirected,12,2
Nicoleta-Albert,Sebastian Clara,Undirected,9,2
Nicoleta-Albert,Sorina-Sicoe,Undirected,39,2
Nicoleta-Albert,Shae,Undirected,5,2
Nicoleta-Albert,Stan-Serv,Undirected,23,2
Nicoleta-Albert,Tanda-Stokeworth,Undirected,3,2
Nicoleta-Albert,Tickler,Undirected,5,2
Nicoleta-Albert,Tomas-Barat,Undirected,10,2
Nicoleta-Albert,Traian-Lascu,Undirected,87,2
Nicoleta-Albert,Timon-Lascu,Undirected,10,2
Nicoleta-Albert,Viorel-Ivan,Undirected,23,2
Nicoleta-Albert,Vylarr,Undirected,3,2
Chataya,Traian-Lascu,Undirected,6,2
Chayle,Mikken,Undirected,4,2
Mihail-Ardelean,Shae,Undirected,4,2
Mihail-Ardelean,Traian-Lascu,Undirected,3,2
Mihail-Ardelean,Viorel-Ivan,Undirected,4,2
Sandra-Adam,Corina-Filip,Undirected,5,2
Chiswyck,Dunsen,Undirected,3,2
Chiswyck,Maria-Marcu,Undirected,4,2
Chiswyck,Ilyn-Payne,Undirected,3,2
Chiswyck,Marcian-Manole,Undirected,3,2
Chiswyck,Meryn-Trant,Undirected,3,2
Chiswyck,Polliver,Undirected,4,2
Chiswyck,Rafford,Undirected,7,2
Chiswyck,Sebastian Clara,Undirected,3,2
Chiswyck,Tickler,Undirected,5,2
Chiswyck,Weese,Undirected,6,2
Cleos-Frey,Mihai-Constantin,Undirected,3,2
Cleos-Frey,Stefan-Leonte,Undirected,3,2
Cleos-Frey,Luiza-Dinu,Undirected,11,2
Cleos-Frey,Traian-Lascu,Undirected,13,2
Cley-Cerwyn,Donella-Hornwood,Undirected,3,2
Cley-Cerwyn,Rodrik-Cassel,Undirected,4,2
Colen-of-Greenpools,Horia-Avram,Undirected,3,2
Cortnay-Penrose,Thomas-Marcel,Undirected,5,2
Cortnay-Penrose,Horia-Avram,Undirected,3,2
Cortnay-Penrose,Stan-Serv,Undirected,18,2
Cortnay-Penrose,Traian-Lascu,Undirected,3,2
Cortnay-Penrose,Viorel-Ivan,Undirected,3,2
Craster,Dywen,Undirected,7,2
Craster,Eddison-Tollett,Undirected,3,2
Craster,Astrid-Dragan,Undirected,19,2
Craster,Corina-Filip,Undirected,26,2
Craster,Mance-Rayder,Undirected,4,2
Craster,Samuel-Tudose,Undirected,10,2
Craster,Thoren-Smallwood,Undirected,4,2
Cressen,Thomas-Marcel,Undirected,10,2
Cressen,Mirela-Marian,Undirected,7,2
Cressen,Patchface,Undirected,8,2
Cressen,Pylos,Undirected,17,2
Cressen,Horia-Avram,Undirected,4,2
Cressen,Robert-Antonescu,Undirected,4,2
Cressen,Selyse-Florent,Undirected,3,2
Cressen,Shireen-Baratheon,Undirected,6,2
Cressen,Stan-Serv,Undirected,21,2
Cutjack,Gendry,Undirected,3,2
Cutjack,Kurz,Undirected,4,2
Cutjack,Tarber,Undirected,3,2
Veronica-Matei,Doreah,Undirected,3,2
Veronica-Matei,Drogo,Undirected,8,2
Veronica-Matei,Irri,Undirected,6,2
Veronica-Matei,Jhiqui,Undirected,7,2
Veronica-Matei,Jhogo,Undirected,12,2
Veronica-Matei,Jorah-Mormont,Undirected,29,2
Veronica-Matei,Lynesse-Hightower,Undirected,3,2
Veronica-Matei,Mariana-Mitu,Undirected,3,2
Veronica-Matei,Pono,Undirected,4,2
Veronica-Matei,Pyat-Pree,Undirected,14,2
Veronica-Matei,Quaithe,Undirected,5,2
Veronica-Matei,Rakharo,Undirected,4,2
Veronica-Matei,Robert-Antonescu,Undirected,4,2
Veronica-Matei,Cornelia-Traian,Undirected,3,2
Veronica-Matei,Xaro-Xhoan-Daxos,Undirected,13,2
Dagmer,Rodrik-Cassel,Undirected,3,2
Dagmer,Ila-Vera,Undirected,7,2
Dalbridge,Ebben,Undirected,4,2
Dalbridge,Corina-Filip,Undirected,4,2
Dalbridge,Qhorin-Halfhand,Undirected,5,2
Thomas-Marcel,Devan-Seaworth,Undirected,4,2
Thomas-Marcel,Imry-Florent,Undirected,3,2
Thomas-Marcel,Matthos-Seaworth,Undirected,3,2
Thomas-Marcel,Mirela-Marian,Undirected,20,2
Thomas-Marcel,Monford-Velaryon,Undirected,3,2
Thomas-Marcel,Pylos,Undirected,9,2
Thomas-Marcel,Horia-Avram,Undirected,6,2
Thomas-Marcel,Salladhor-Saan,Undirected,8,2
Thomas-Marcel,Stan-Serv,Undirected,58,2
Narcisa-Funar-Grell,George-Tudose,Undirected,4,2
Narcisa-Funar-Grell,Utherydes-Wayn,Undirected,3,2
Devan-Seaworth,Horia-Avram,Undirected,3,2
Devan-Seaworth,Stan-Serv,Undirected,13,2
Martin-Lupu,Shagga,Undirected,3,2
Donella-Hornwood,Leobald-Tallhart,Undirected,3,2
Donella-Hornwood,Ludwin-John,Undirected,7,2
Donella-Hornwood,Mors-Umber,Undirected,3,2
Donella-Hornwood,Ramsay-Snow,Undirected,3,2
Donella-Hornwood,Rodrik-Cassel,Undirected,4,2
Dontos-Hollard,Marcian-Manole,Undirected,8,2
Dontos-Hollard,Moon-Boy,Undirected,5,2
Dontos-Hollard,Sorina-Sicoe,Undirected,17,2
Dontos-Hollard,Stan-Serv,Undirected,3,2
Dontos-Hollard,Traian-Lascu,Undirected,4,2
Doran-Martell,Mariana-Ivan,Undirected,4,2
Doran-Martell,Traian-Lascu,Undirected,3,2
Doran-Martell,Viorel-Ivan,Undirected,4,2
Drennan,Squint,Undirected,3,2
Drennan,Ila-Vera,Undirected,3,2
Drogo,Jorah-Mormont,Undirected,4,2
Drogo,Pono,Undirected,4,2
Drogo,Cornelia-Traian,Undirected,3,2
Dunsen,Maria-Marcu,Undirected,4,2
Dunsen,Ilyn-Payne,Undirected,3,2
Dunsen,Marcian-Manole,Undirected,3,2
Dunsen,Meryn-Trant,Undirected,3,2
Dunsen,Polliver,Undirected,7,2
Dunsen,Rafford,Undirected,6,2
Dunsen,Sebastian Clara,Undirected,3,2
Dunsen,Tickler,Undirected,3,2
Dunsen,Weese,Undirected,3,2
Dywen,Ilinca-Tanase,Undirected,8,2
Dywen,Corina-Filip,Undirected,9,2
Ebben,Corina-Filip,Undirected,10,2
Ebben,Qhorin-Halfhand,Undirected,8,2
Ebben,Stonesnake,Undirected,4,2
Mihai-Constantin,Ilyn-Payne,Undirected,5,2
Mihai-Constantin,Janos-Slynt,Undirected,7,2
Mihai-Constantin,Marcian-Manole,Undirected,9,2
Mihai-Constantin,Corina-Filip,Undirected,9,2
Mihai-Constantin,Ludwin-John,Undirected,3,2
Mihai-Constantin,Maron-Greyjoy,Undirected,3,2
Mihai-Constantin,Petru-Bastril,Undirected,4,2
Mihai-Constantin,Horia-Avram,Undirected,5,2
Mihai-Constantin,Mihnea-Dinu,Undirected,3,2
Mihai-Constantin,Luiza-Dinu,Undirected,11,2
Mihai-Constantin,Robert-Antonescu,Undirected,26,2
Mihai-Constantin,Stan-Serv,Undirected,5,2
Mihai-Constantin,Ila-Vera,Undirected,17,2
Mihai-Constantin,Traian-Lascu,Undirected,12,2
Mihai-Constantin,Viorel-Ivan,Undirected,3,2
Mihai-Constantin,Qhorin-Halfhand,Undirected,21,2
Mihai-Constantin,Stefan-Leonte,Undirected,13,2
Mihai-Constantin,Timon-Lascu,Undirected,8,2
Eddison-Tollett,Astrid-Dragan,Undirected,4,2
Eddison-Tollett,Corina-Filip,Undirected,11,2
George-Tudose,Hoster-Tully,Undirected,3,2
George-Tudose,Stefan-Leonte,Undirected,3,2
George-Tudose,Luiza-Dinu,Undirected,12,2
George-Tudose,Timon-Lascu,Undirected,8,2
Eldon-Estermont,Steffon-Varner,Undirected,3,2
Emmon-Cuy,Horia-Avram,Undirected,3,2
Emmon-Cuy,Robar-Royce,Undirected,3,2
Euron-Greyjoy,Ila-Vera,Undirected,4,2
Farlen,Ila-Vera,Undirected,6,2
Florian-the-Fool,Jonquil,Undirected,8,2
Florian-the-Fool,Sorina-Sicoe,Undirected,3,2
Gariss,Murch,Undirected,5,2
Garlan-Tyrell,Marcian-Manole,Undirected,4,2
Garlan-Tyrell,Oxana-Georgescu,Undirected,3,2
Gendry,Hot-Pie,Undirected,23,2
Gendry,Jaqen-Hghar,Undirected,4,2
Gendry,Lommy-Greenhands,Undirected,17,2
Gendry,Woth,Undirected,3,2
Gendry,Yoren,Undirected,8,2
Maria-Marcu,Ilyn-Payne,Undirected,3,2
Maria-Marcu,Marcian-Manole,Undirected,3,2
Maria-Marcu,Meryn-Trant,Undirected,4,2
Maria-Marcu,Polliver,Undirected,5,2
Maria-Marcu,Rafford,Undirected,6,2
Maria-Marcu,Sebastian Clara,Undirected,5,2
Maria-Marcu,Tickler,Undirected,5,2
Maria-Marcu,Timon-Lascu,Undirected,4,2
Maria-Marcu,Weese,Undirected,5,2
Ilinca-Tanase,Astrid-Dragan,Undirected,3,2
Ilinca-Tanase,Samuel-Tudose,Undirected,6,2
Guyard-Morrigen,Horia-Avram,Undirected,7,2
Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2
Gyles-Rosby,Marcian-Manole,Undirected,4,2
Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2
Gyles-Rosby,Sorina-Sicoe,Undirected,3,2
Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2
Gyles-Rosby,Tomas-Barat,Undirected,4,2
Gyles-Rosby,Traian-Lascu,Undirected,3,2
Gynir,Wex-Pyke,Undirected,4,2
Hake,Corina-Filip,Undirected,4,2
Ionut-Serban,Wendel-Manderly,Undirected,3,2
Hallyne,Marcian-Manole,Undirected,3,2
Hallyne,Traian-Lascu,Undirected,5,2
Halys-Hornwood,Rodrik-Cassel,Undirected,3,2
Harren-Hoare,Nan,Undirected,5,2
Ionut-Stefan,Traian-Lascu,Undirected,4,2
High-Septon-(Tyrions),Traian-Lascu,Undirected,4,2
Hobber-Redwyne,Horas-Redwyne,Undirected,7,2
Iustin-Mihai,Jojen-Reed,Undirected,3,2
Iustin-Mihai,Ludwin-John,Undirected,17,2
Iustin-Mihai,Meera-Reed,Undirected,10,2
Iustin-Mihai,Osha,Undirected,16,2
Iustin-Mihai,Mihnea-Dinu,Undirected,11,2
Iustin-Mihai,Rodrik-Cassel,Undirected,3,2
Iustin-Mihai,Wyman-Manderly,Undirected,3,2
Horas-Redwyne,Marcian-Manole,Undirected,3,2
Hoster-Tully,Vyman,Undirected,3,2
Hot-Pie,Lommy-Greenhands,Undirected,28,2
Hot-Pie,Mebble,Undirected,4,2
Hot-Pie,Weasel,Undirected,4,2
Hot-Pie,Woth,Undirected,5,2
Hot-Pie,Yoren,Undirected,8,2
Ilyn-Payne,Marcian-Manole,Undirected,13,2
Ilyn-Payne,Meryn-Trant,Undirected,8,2
Ilyn-Payne,Polliver,Undirected,3,2
Ilyn-Payne,Rafford,Undirected,3,2
Ilyn-Payne,Sebastian Clara,Undirected,8,2
Ilyn-Payne,Sorina-Sicoe,Undirected,9,2
Ilyn-Payne,Tickler,Undirected,5,2
Irri,Jhiqui,Undirected,3,2
Jacelyn-Bywater,Janos-Slynt,Undirected,4,2
Jacelyn-Bywater,Marcian-Manole,Undirected,7,2
Jacelyn-Bywater,Lancel-Lannister,Undirected,3,2
Jacelyn-Bywater,Tomas-Barat,Undirected,6,2
Jacelyn-Bywater,Traian-Lascu,Undirected,16,2
Jacelyn-Bywater,Viorel-Ivan,Undirected,4,2
Stefan-Leonte,Marcian-Manole,Undirected,12,2
Stefan-Leonte,Corina-Filip,Undirected,3,2
Stefan-Leonte,Mandon-Moore,Undirected,4,2
Stefan-Leonte,Petru-Bastril,Undirected,4,2
Stefan-Leonte,Horia-Avram,Undirected,9,2
Stefan-Leonte,Luiza-Dinu,Undirected,11,2
Stefan-Leonte,Robert-Antonescu,Undirected,11,2
Stefan-Leonte,Sorina-Sicoe,Undirected,5,2
Stefan-Leonte,Stafford-Lannister,Undirected,3,2
Stefan-Leonte,Stan-Serv,Undirected,6,2
Stefan-Leonte,Ila-Vera,Undirected,4,2
Stefan-Leonte,Traian-Lascu,Undirected,25,2
Stefan-Leonte,Tysha,Undirected,3,2
Stefan-Leonte,Timon-Lascu,Undirected,5,2
Janos-Slynt,Marcian-Manole,Undirected,10,2
Janos-Slynt,Petru-Bastril,Undirected,5,2
Janos-Slynt,Traian-Lascu,Undirected,26,2
Janos-Slynt,Viorel-Ivan,Undirected,7,2
Jaqen-Hghar,Rorge,Undirected,16,2
Jaqen-Hghar,Weese,Undirected,4,2
Jaqen-Hghar,Yoren,Undirected,3,2
Jaremy-Rykker,Astrid-Dragan,Undirected,3,2
Jaremy-Rykker,Thoren-Smallwood,Undirected,3,2
Jarman-Buckwell,Astrid-Dragan,Undirected,4,2
Jarman-Buckwell,Corina-Filip,Undirected,4,2
Jarman-Buckwell,Thoren-Smallwood,Undirected,6,2
Jason-Mallister,Ila-Vera,Undirected,4,2
Astrid-Dragan,Corina-Filip,Undirected,63,2
Astrid-Dragan,Jorah-Mormont,Undirected,3,2
